timestamp (ms);packet no.;rssi;satellites;longitude (¡);latitude (¡);altitude (m);temperature (decy ¡C);pressure (Pa);humidity (%)
1986883;388;-106;7;21.006393;52.592213;2952;141;94797.68;42
1991898;389;-104;7;21.006708;52.592579;2960;143;94894.62;42
1996911;390;-107;7;21.007027;52.592926;2969;140;94779.64;42
2001925;391;-103;7;21.007338;52.593254;2978;143;94840.17;42
2006936;392;-105;7;21.007648;52.593601;2987;141;94813.55;41
2011950;393;-103;7;21.007931;52.593945;2996;141;94777.45;42
2016962;394;-105;7;21.008226;52.594273;3006;138;94640.77;42
2021973;395;-102;7;21.008482;52.59465;3015;140;94733.05;42
2026985;396;-99;7;21.008797;52.594986;3023;137;94584.59;42
2031997;397;-100;7;21.009014;52.595322;3030;139;94667.62;42
2037006;398;-104;7;21.009317;52.59568;3036;137;94578.86;42
2042016;399;-105;7;21.009573;52.596035;3044;140;94720.69;42
2047026;400;-107;7;21.009815;52.596397;3052;140;94712.44;42
2052036;401;-109;7;21.010071;52.596764;3060;141;94688.01;42
2057043;402;-100;7;21.010323;52.597088;3067;138;94660.05;42
2062051;403;-102;7;21.010611;52.597488;3075;139;94635.72;42
2067061;404;-105;7;21.010891;52.597843;3082;136;94538.56;42
2072070;405;-116;7;21.011129;52.598213;3090;137;94553.42;42
2077078;406;-115;7;21.011446;52.598572;3097;134;94421.47;42
2082087;407;-110;7;21.011702;52.598942;3103;135;94452.25;42
2087098;408;-115;7;21.012022;52.599327;3111;133;94329.97;42
2092107;409;-109;7;21.012278;52.599709;3120;134;94411;42
2097113;410;-115;7;21.012589;52.600075;3129;131;94296.66;42
2102123;411;-101;7;21.012878;52.600464;3136;133;94412.94;42
2107128;412;-105;7;21.013172;52.600849;3143;131;94250.23;42
2112138;413;-105;7;21.01346;52.601212;3152;129;94225.64;42
2117145;414;-103;7;21.013786;52.601608;3158;130;94229.38;42
2122150;415;-102;7;21.014099;52.601978;3166;128;94163.61;42
2127157;416;-105;7;21.014408;52.602367;3173;129;94180.54;42
2132165;417;-106;7;21.014721;52.602749;3182;125;94020.95;42
2137172;418;-107;7;21.015032;52.603142;3190;126;94033.97;42
2142179;419;-105;7;21.015379;52.603523;3197;125;94007.48;42
2147183;420;-114;7;21.015684;52.603909;3204;126;94017.35;42
2152191;421;-112;7;21.01605;52.604282;3212;124;93930.1;42
2157196;422;-110;7;21.01638;52.604683;3218;125;93969.03;41
2162205;423;-111;7;21.016743;52.605076;3226;122;93851.45;42
2167210;424;-113;7;21.017059;52.605461;3234;124;93934.04;41
2172217;425;-111;7;21.017454;52.605854;3241;121;93787.02;42
2177223;426;-116;7;21.017778;52.606236;3248;122;93845.65;42
2182227;427;-116;7;21.018181;52.60664;3256;120;93786.91;42
2187232;428;-113;7;21.018539;52.607025;3263;121;93809.67;42
2192240;429;-116;7;21.018923;52.607452;3268;120;93725.05;42
2197245;430;-117;7;21.019278;52.607834;3275;119;93737.72;42
2202254;431;-111;7;21.019659;52.608231;3283;118;93658.33;42
2207260;432;-118;7;21.020033;52.608604;3291;117;93640.03;42
2212268;433;-119;7;21.020401;52.609013;3298;116;93562.77;42
2217277;434;-117;7;21.020782;52.609406;3307;116;93634.38;42
2222285;435;-111;7;21.021172;52.609798;3316;116;93540.06;42
2227293;436;-113;7;21.021584;52.610168;3325;113;93468.55;42
2232301;437;-111;6;21.021969;52.610569;3334;115;93495.3;42
2237313;438;-109;7;21.022366;52.610962;3342;114;93487.43;42
2242325;439;-107;7;21.022757;52.61137;3350;115;93498.19;42
2247335;440;-110;7;21.023186;52.611778;3358;111;93320.81;42
2252345;441;-111;7;21.023569;52.612164;3368;112;93415.35;42
2257354;442;-115;7;21.024023;52.612572;3376;110;93307.3;42
2262366;443;-114;7;21.024416;52.612949;3386;112;93374.45;42
2267373;444;-114;7;21.024866;52.613338;3395;109;93199.62;42
2272381;445;-111;7;21.025274;52.613697;3403;110;93277.55;42
2277392;446;-108;7;21.025726;52.614079;3411;107;93148.19;42
2282398;447;-116;7;21.026165;52.614441;3421;109;93235.32;42
2287406;448;-112;7;21.026649;52.614819;3430;108;93174.19;42
2292414;449;-116;7;21.027092;52.615143;3439;108;93198.16;42
2297421;450;-120;7;21.027578;52.615505;3447;107;93139.37;42
2302429;451;-120;7;21.028027;52.615826;3456;109;93219.56;42
2307435;452;-108;7;21.028494;52.616169;3463;108;93136.32;42
2312445;453;-105;7;21.028978;52.616493;3474;108;93177.34;42
2317455;454;-106;7;21.029453;52.616821;3484;109;93151.33;42
2322462;455;-115;7;21.029947;52.617123;3494;108;93140.59;42
2327468;456;-109;7;21.030411;52.61742;3503;110;93240.66;42
2332479;457;-114;7;21.030815;52.617718;3512;114;93337.24;42
2337487;458;-117;7;21.031254;52.618038;3522;112;93241.96;42
2342493;459;-118;7;21.031605;52.618343;3529;113;93323.27;42
2347501;460;-113;7;21.031977;52.618668;3537;112;93250.78;42
2352510;461;-114;7;21.03232;52.618961;3550;113;93316.31;41
2357516;462;-115;7;21.032635;52.619289;3559;112;93208.35;41
2362522;463;-112;7;21.032948;52.619606;3569;111;93229.05;41
2367532;464;-111;7;21.033278;52.619965;3577;114;93299.34;41
2372541;465;-109;7;21.03359;52.620285;3587;113;93247.92;41
2377549;466;-112;7;21.033886;52.620598;3596;114;93237.44;41
2382558;467;-109;7;21.034174;52.620907;3603;113;93256.03;41
2387566;468;-110;7;21.034428;52.621223;3613;115;93291.52;41
2392575;469;-113;7;21.034756;52.621548;3623;112;93176.2;41
2397586;470;-112;7;21.035049;52.621857;3634;116;93314.91;40
2402594;471;-117;7;21.035397;52.622162;3644;113;93193.64;41
2407604;472;-120;7;21.035704;52.622467;3653;115;93274.12;41
2412613;473;-116;7;21.036091;52.622787;3662;114;93196.94;41
2417623;474;-113;7;21.036451;52.623081;3672;114;93245.84;41
2422632;475;-108;7;21.036844;52.623402;3681;113;93147.25;41
2427644;476;-109;7;21.037226;52.623699;3689;114;93204.61;41
2432656;477;-107;7;21.037661;52.62402;3699;113;93139.48;41
2437666;478;-108;7;21.038067;52.624294;3709;112;93113.98;41
2442676;479;-103;7;21.038504;52.624607;3718;111;93034.67;41
2447686;480;-110;7;21.038946;52.624874;3728;111;93108.82;41
2452696;481;-118;7;21.039419;52.62516;3739;113;93123.2;41
2457706;482;-108;7;21.039923;52.625443;3747;111;93008.34;41
2462718;483;-112;7;21.0404;52.625702;3756;112;93066.81;41
2467726;484;-110;7;21.040909;52.625977;3766;110;92947.08;41
2472735;485;-118;7;21.041374;52.626221;3775;109;92994.5;41
2477743;486;-107;7;21.041866;52.626488;3784;108;92868.02;41
2482751;487;-114;7;21.042326;52.626736;3793;109;92938.16;41
2487760;488;-109;7;21.042841;52.626999;3802;107;92804.72;41
2492770;489;-112;7;21.043297;52.627239;3811;107;92885.23;41
2497777;490;-109;7;21.043806;52.627491;3820;108;92854.14;41
2502786;491;-107;7;21.044277;52.627728;3829;107;92835.63;41
2507792;492;-101;7;21.044756;52.627983;3839;106;92775.38;41
2512802;493;-101;7;21.045208;52.628216;3848;105;92758.17;41
2517810;494;-107;7;21.045679;52.628475;3857;106;92763.41;41
2522817;495;-110;7;21.046169;52.628719;3864;104;92716.55;41
2537837;496;-105;7;21.047544;52.629482;3889;104;92690.24;41
2547848;497;-116;7;21.048449;52.63007;3910;103;92612.1;41
2552855;498;-108;7;21.048906;52.630337;3918;99;92427.56;41
2557861;499;-107;7;21.049326;52.630619;3926;101;92520.31;41
2562867;500;-105;7;21.049803;52.630905;3932;98;92363.91;41
2567872;501;-108;7;21.050257;52.631207;3940;98;92411.57;41
2572879;502;-99;7;21.050762;52.631508;3950;97;92321.34;41
2577886;503;-106;7;21.051205;52.63179;3960;98;92385.73;41
2582892;504;-117;7;21.051706;52.632095;3969;96;92313.28;41
2587898;505;-119;7;21.052162;52.632381;3977;97;92354.03;41
2592904;506;-101;7;21.052668;52.632706;3986;97;92291.8;41
2597910;507;-104;7;21.053129;52.632999;3995;95;92277.09;41
2602916;508;-98;7;21.053619;52.633312;4004;95;92233.73;41
2607921;509;-97;7;21.054071;52.633625;4011;94;92239.02;41
2612929;510;-91;7;21.054554;52.633961;4018;95;92202.38;41
2617932;511;-92;7;21.055017;52.634281;4025;93;92151.48;41
2622937;512;-90;7;21.055494;52.634621;4033;93;92119.36;41
2627941;513;-91;7;21.055969;52.634941;4041;91;92054.96;41
2632944;514;-92;7;21.056435;52.635307;4047;93;92097.28;41
2637949;515;-106;7;21.056929;52.635666;4054;89;91944.41;41
2642954;516;-104;7;21.057379;52.63599;4062;92;92070.41;40
2647958;517;-111;7;21.057878;52.636337;4071;90;91958.23;41
2652962;518;-98;7;21.058353;52.636684;4080;90;92012.95;41
2657965;519;-91;7;21.058838;52.637035;4088;90;91953.99;41
2662968;520;-90;7;21.059313;52.637379;4096;89;91929.25;41
2667972;521;-95;7;21.059778;52.637772;4102;91;91947.91;41
2672975;522;-95;7;21.060257;52.638123;4110;88;91885.95;41
2677978;523;-110;7;21.060686;52.638485;4117;83;5.61;40
2682983;524;-108;7;21.061172;52.638874;4124;87;91790.11;41
2687986;525;-110;7;21.061623;52.639252;4132;88;91853.28;41
2692989;526;-106;7;21.062128;52.639618;4140;87;91796.2;41
2697994;527;-103;7;21.062635;52.640007;4147;87;91804.69;41
2703000;528;-103;7;21.063166;52.640427;4153;86;91755.33;41
2708002;529;-99;7;21.063683;52.640789;4161;85;91758.76;41
2713006;530;-101;7;21.064205;52.641163;4168;87;91769.12;41
2718010;531;-104;7;21.064756;52.641533;4176;84;91679.67;41
2723014;532;-101;7;21.065231;52.641907;4183;86;91693.77;41
2728018;533;-104;7;21.065767;52.642273;4190;82;91566.94;41
2733019;534;-103;7;21.066257;52.642662;4198;84;91653.14;40
2738023;535;-106;7;21.066813;52.643051;4203;81;91515.47;41
2743026;536;-108;7;21.067333;52.643421;4207;83;91623.7;41
2748029;537;-103;7;21.067883;52.643784;4214;84;91574.62;41
2753036;538;-106;7;21.068399;52.644123;4222;81;91532.46;41
2758040;539;-103;7;21.068928;52.644482;4230;83;91543.59;41
2763042;540;-104;7;21.069464;52.644814;4237;81;91475.71;41
2768046;541;-104;7;21.069992;52.645168;4246;83;91523.45;40
2773049;542;-108;7;21.07056;52.645481;4256;79;91401.76;41
2778053;543;-107;7;21.071098;52.645798;4264;81;91464.05;41
2783057;544;-111;7;21.071705;52.646118;4272;77;91289.71;41
2788061;545;-109;7;21.072231;52.64642;4280;79;91386.92;41
2793065;546;-109;7;21.072821;52.646725;4288;77;91257.65;41
2798068;547;-106;7;21.073364;52.647011;4295;78;91354.61;41
2803071;548;-104;7;21.073973;52.647324;4302;77;91283.6;41
2808074;549;-103;7;21.074575;52.647598;4312;77;91284.95;41
2813078;550;-102;7;21.075201;52.647919;4320;76;91197.29;41
2818082;551;-100;7;21.075844;52.648193;4328;74;91192.04;41
2823087;552;-101;7;21.076488;52.648491;4337;76;91236.74;41
2828090;553;-103;7;21.077168;52.648769;4346;74;91175.09;41
2833094;554;-108;7;21.077776;52.649067;4355;77;91223.47;40
2838097;555;-108;7;21.078388;52.649349;4365;74;91104.39;41
2843100;556;-108;7;21.078959;52.649654;4373;75;91174.28;40
2848103;557;-109;7;21.079576;52.649979;4382;73;91041.43;40
2853108;558;-107;7;21.080149;52.65028;4392;75;91156.78;40
2858111;559;-109;7;21.080732;52.650597;4402;73;91024.22;40
2863117;560;-105;7;21.081289;52.650898;4411;73;91061.58;40
2868121;561;-104;7;21.081873;52.651226;4420;72;91012.61;40
2873124;562;-103;7;21.082417;52.651505;4429;72;91037.23;40
2878128;563;-100;7;21.082981;52.651802;4438;72;90989.59;40
2883132;564;-100;7;21.083542;52.652115;4447;71;90953.68;40
2888135;565;-99;7;21.084095;52.652416;4455;72;90926.11;40
2893138;566;-101;7;21.084677;52.652714;4465;70;90909.04;40
2898142;567;-99;7;21.085215;52.653027;4474;71;90896.02;40
2903144;568;-100;7;21.085779;52.653324;4484;69;90868.58;40
2908149;569;-102;7;21.086329;52.653633;4493;70;90873.52;40
2913153;570;-102;7;21.086887;52.653961;4502;67;90757.64;40
2918156;571;-107;7;21.087418;52.654255;4511;71;90879.58;40
2923159;572;-104;7;21.088013;52.654598;4522;68;90731.64;40
2928162;573;-104;7;21.088579;52.654942;4533;68;90810.22;40
2933168;574;-100;7;21.089132;52.655258;4544;69;90761.73;40
2938171;575;-105;7;21.089703;52.655602;4552;66;90706.12;40
2943176;576;-110;7;21.09026;52.655922;4561;70;90807.66;40
2948176;577;-111;7;21.09083;52.656246;4572;67;90643.94;40
2953182;578;-107;7;21.091372;52.65657;4582;66;90692.09;40
2958184;579;-102;7;21.091948;52.656921;4590;66;90624.73;40
2963187;580;-99;7;21.092478;52.657242;4599;67;90722.23;40
2968192;581;-99;7;21.093012;52.657566;4608;66;90621.5;40
2973194;582;-103;7;21.093573;52.657887;4619;63;90540.11;40
2978198;583;-106;7;21.094097;52.658222;4628;66;90602.81;40
2983200;584;-109;7;21.094669;52.658562;4638;62;90452.22;40
2988202;585;-105;7;21.095188;52.658894;4647;64;90532.72;40
2993208;586;-100;7;21.095732;52.659233;4657;64;90499.62;40
2998208;587;-99;7;21.096252;52.659565;4666;63;90486.55;40
3003213;588;-99;7;21.096741;52.659916;4675;62;90411.88;40
3008214;589;-103;7;21.097296;52.660255;4686;60;90335.48;40
3013219;590;-110;7;21.097795;52.66061;4697;61;90394.5;40
3018221;591;-111;7;21.09831;52.660957;4706;59;90287.28;40
3023224;592;-102;7;21.09877;52.661282;4715;60;90407.53;40
3028226;593;-102;7;21.099281;52.66164;4725;61;90367.84;40
3033227;594;-111;6;21.099762;52.662006;4735;59;90261.68;40
3038232;595;-105;7;21.100254;52.662338;4748;61;90338.78;40
3043234;596;-101;7;21.100697;52.662674;4759;58;90186.22;40
3048236;597;-103;7;21.101192;52.663033;4768;60;90303.75;40
3053240;598;-99;7;21.101622;52.663399;4778;58;90196.86;40
3058243;599;-107;7;21.102156;52.663734;4787;60;90262.03;40
3063246;600;-104;7;21.102613;52.66407;4791;57;90178.12;40
3068247;601;-99;7;21.103052;52.664406;4784;66;90507.63;40
3073249;602;-109;7;21.103573;52.664742;4773;68;90591.39;40
3078251;603;-103;7;21.104086;52.6651;4758;70;90641.73;40
3083255;604;-99;7;21.104576;52.665459;4740;73;90759.52;40
3088255;605;-101;7;21.105083;52.66581;4726;72;90678.12;40
3093260;606;-110;7;21.105587;52.666153;4712;73;90770.38;40
3098261;607;-108;7;21.106091;52.666485;4701;73;90744.35;40
3103264;608;-104;7;21.106617;52.666824;4688;74;90769.22;40
3108265;609;-102;7;21.107149;52.667168;4675;74;90735;40
3113268;610;-107;7;21.107691;52.667507;4663;76;90773;40
3118272;611;-104;7;21.108227;52.667839;4651;76;90794.98;40
3123275;612;-107;7;21.10878;52.668175;4638;76;90809.75;40
3128278;613;-108;7;21.109331;52.668503;4626;77;90795.09;40
3133279;614;-110;7;21.109898;52.668823;4613;78;90813.82;40
3138281;615;-105;7;21.110462;52.669159;4601;79;90834.38;40
3143286;616;-109;7;21.111019;52.669479;4589;80;90884.08;40
3148288;617;-110;7;21.111588;52.669811;4577;80;90903.64;40
3153292;618;-109;7;21.112169;52.670139;4564;81;90935.36;40
3158293;619;-106;7;21.112747;52.670471;4550;81;90935.91;39
3163297;620;-110;7;21.113321;52.670792;4537;83;90980.02;40
3168300;621;-105;7;21.113886;52.671108;4524;84;90986.31;40
3173301;622;-110;7;21.114449;52.671417;4511;85;91003.72;40
3178304;623;-105;7;21.115017;52.671722;4498;86;91049.27;40
3183306;624;-106;7;21.115582;52.672028;4485;87;91099.54;40
3188308;625;-109;7;21.116146;52.672333;4472;88;91105.54;40
3193311;626;-103;7;21.116714;52.672642;4459;89;91132.51;40
3198313;627;-107;7;21.117277;52.672947;4447;90;91151.55;40
3203316;628;-106;7;21.117851;52.673264;4434;91;91202.98;40
3208318;629;-104;7;21.118431;52.673584;4420;92;91226;40
3213321;630;-110;7;21.119022;52.673897;4407;93;91253.77;41
3218323;631;-107;7;21.119621;52.674206;4394;94;91257.17;41
3223326;632;-105;7;21.12023;52.674511;4381;95;91277.24;41
3228328;633;-105;7;21.120878;52.674809;4368;95;91312.03;41
3233331;634;-109;7;21.121542;52.675102;4356;96;91319.42;41
3238332;635;-107;7;21.122175;52.675392;4342;96;91327.91;40
3243336;636;-105;7;21.12278;52.675686;4329;97;91358.11;40
3248337;637;-108;7;21.123367;52.675983;4317;97;91343.2;41
3253340;638;-110;7;21.123938;52.676289;4304;98;91351.91;41
3258341;639;-106;7;21.1245;52.676609;4291;98;91344.44;41
3263344;640;-110;7;21.125059;52.676941;4278;99;91345.99;41
3268346;641;-110;7;21.125641;52.677277;4267;99;91367.53;41
3273349;642;-111;7;21.126219;52.677635;4255;100;91403.64;41
3278352;643;-109;7;21.126776;52.67799;4243;100;91412.64;41
3283354;644;-110;7;21.127314;52.678333;4231;101;91418.45;40
3288356;645;-111;7;21.127851;52.678688;4219;101;91422.63;41
3293359;646;-111;7;21.128368;52.679047;4206;102;91434.53;41
3298361;647;-109;7;21.128874;52.679413;4194;103;91437.95;41
3303365;648;-110;7;21.129372;52.67979;4182;103;91456.22;41
3308366;649;-112;7;21.129871;52.68018;4171;104;91491.06;41
3313369;650;-112;7;21.130383;52.680569;4161;105;91517.86;41
3318372;651;-111;7;21.130896;52.680958;4150;105;91534.83;40
3323375;652;-112;7;21.131411;52.681335;4139;107;91546.17;41
3328377;653;-112;7;21.131931;52.681721;4128;107;91569.03;41
3333381;654;-112;7;17.132454;52.682114;4116;108;91576.92;41
3338382;655;-112;7;21.132967;52.682491;4104;108;91589.94;41
3343384;656;-111;7;21.133469;52.682858;4093;109;91629;41
3348388;657;-110;7;21.133961;52.683208;4081;110;91637.48;39
3353391;658;-111;7;21.13446;52.683552;4069;111;91664.83;41
3358394;659;-111;7;21.134962;52.683884;4058;111;91661.33;41
3363397;660;-110;7;21.135466;52.684208;4046;112;91689.45;41
3368398;661;-110;7;21.135971;52.684528;4034;113;91691.59;41
3373401;662;-112;7;21.136478;52.684856;4021;114;91706.96;41
3378403;663;-112;7;21.136984;52.685181;4009;114;91741.86;41
3383404;664;-111;7;21.137484;52.685505;3997;115;91756.16;40
3388407;665;-112;7;21.137983;52.68581;3986;115;91763.09;41
3393410;666;-111;7;21.138489;52.686108;3975;116;91780.06;41
3398412;667;-111;7;21.138983;52.686394;3964;117;91777.64;41
3403413;668;-110;7;21.13949;52.686672;3952;118;91858.36;41
3408415;669;-111;7;21.140003;52.686947;3940;118;91824.2;41
3413416;670;-109;7;21.140526;52.687222;3929;119;91862.81;41
3418418;671;-107;7;21.141041;52.687489;3917;119;91866.25;40
3423422;672;-109;7;21.141544;52.687752;3905;120;91888.86;41
3428424;673;-109;7;21.142046;52.688019;3893;121;91896.25;41
3433425;674;-107;7;21.14254;52.688278;3881;122;91910.87;41
3438427;675;-110;7;21.14304;52.688534;3869;122;91905.47;41
3443430;676;-108;7;21.143538;52.688786;3857;123;91967.89;41
3448432;677;-105;7;21.144032;52.689026;3846;123;91974.25;41
3453435;678;-108;7;21.144516;52.689255;3834;124;91996.33;41
3458436;679;-108;7;21.145012;52.689484;3822;125;92002.94;41
3463439;680;-105;7;21.145506;52.689716;3810;126;92024.23;41
3468441;681;-105;7;21.146008;52.689945;3798;126;92025.56;41
3473444;682;-109;7;21.146511;52.690178;3786;127;92073.84;41
3478445;683;-106;7;21.14702;52.690407;3774;128;92104.48;41
3483449;684;-104;7;21.14753;52.690643;3762;129;92124.75;40
3488451;685;-106;7;21.148037;52.690876;3749;130;92141.25;41
3493454;686;-109;7;21.148531;52.691132;3737;131;92160.7;41
3498457;687;-103;7;21.149029;52.691399;3724;131;92159.84;41
3503458;688;-103;7;21.149508;52.691673;3712;132;92176.38;41
3508461;689;-106;7;21.149977;52.691956;3699;132;92192.38;41
3513465;690;-108;7;21.150446;52.692242;3687;133;92253.83;41
3518467;691;-104;7;21.150902;52.692532;3675;134;92263.4;41
3523468;692;-103;7;21.151346;52.692822;3662;135;92291.69;40
3528473;693;-108;7;21.151781;52.693111;3649;136;92306.05;41
3533476;694;-108;7;21.152203;52.693405;3636;137;92331.15;41
3538480;695;-104;7;21.152613;52.69371;3623;138;92344.73;41
3543483;696;-103;7;21.153009;52.694023;3611;139;92366.87;41
3548485;697;-108;7;21.153404;52.694332;3598;139;92402.44;41
3553487;698;-107;7;21.153797;52.694633;3585;140;92439.05;41
3558489;699;-104;7;21.154169;52.694931;3572;141;92458.83;40
3563492;700;-103;7;21.15453;52.695236;3559;143;92498.38;41
3568495;701;-107;7;21.154869;52.695553;3545;143;92494.58;41
3573500;702;-108;7;21.155216;52.695866;3532;144;92517.3;41
3578502;703;-103;7;21.155582;52.696167;3519;144;92514.06;41
3583504;704;-103;7;21.155972;52.696457;3506;145;92530.64;41
3588506;705;-107;7;21.156389;52.696743;3493;145;92526.61;41
3593509;706;-105;7;21.156834;52.697029;3480;146;92577.48;41
3598512;707;-103;7;21.157305;52.697311;3468;146;92577.45;40
3603515;708;-103;7;21.157793;52.697601;3455;147;92610.64;41
3608517;709;-106;7;21.158289;52.697906;3443;147;92583.31;41
3613520;710;-107;7;21.158787;52.698227;3430;147;92556.5;41
3618523;711;-108;7;21.159275;52.698547;3417;147;92553.82;41
3623525;712;-109;7;21.159769;52.698875;3405;147;92533.42;41
3628528;713;-111;7;21.160255;52.699223;3393;147;92548.99;41
3633532;714;-108;7;21.160721;52.69957;3380;147;92548.99;41
3638534;715;-101;7;21.161173;52.699928;3368;146;92528.62;41
3643538;716;-100;7;21.161612;52.700294;3355;147;92533.42;41
3648540;717;-110;7;21.162041;52.700672;3343;146;92501.82;41
3653544;718;-104;7;21.162455;52.701057;3331;146;92490.31;41
3658546;719;-106;7;21.162861;52.701443;3318;146;92498.92;41
3663549;720;-112;7;21.163271;52.70182;3306;146;92476.67;41
3668551;721;-109;7;21.163675;52.702202;3293;146;92471.88;41
3673554;722;-105;7;21.164068;52.702576;3281;146;92469.95;40
3678558;723;-106;7;21.164459;52.70295;3269;146;92470.73;41
3683562;724;-112;7;21.164846;52.703323;3257;147;92474.99;41
3688564;725;-110;7;21.165234;52.703705;3245;147;92465.05;41
3693568;726;-108;7;21.165615;52.704079;3233;147;92456.17;41
3698571;727;-109;7;21.165991;52.704456;3221;148;92457.77;41
3703574;728;-106;7;21.166365;52.704834;3210;148;92501.7;41
3708576;729;-107;7;21.166731;52.705212;3198;148;92513.45;41
3713580;730;-108;7;21.167089;52.705582;3186;149;92531.63;40
3718583;731;-103;7;21.167446;52.705956;3174;150;92522.75;41
3723586;732;-107;7;21.167807;52.706329;3162;150;92542.8;41
3728587;733;-105;7;21.168167;52.706707;3150;151;92541.14;41
3733591;734;-112;7;21.16852;52.707081;3138;151;92555.58;41
3738595;735;-116;7;21.168863;52.707447;3127;152;92586.94;41
3743599;736;-113;7;21.169201;52.707813;3115;152;92600.55;40
3748605;737;-112;7;21.169527;52.708179;3103;153;92621.72;41
3753611;738;-111;7;21.169844;52.708542;3092;154;92628.88;41
3758615;739;-110;7;21.170158;52.708912;3080;154;92637.14;41
3763619;740;-108;7;21.170467;52.709278;3069;155;92666.87;41
3768624;741;-110;7;21.170769;52.709637;3058;155;92689.16;41
3773630;742;-108;7;21.171053;52.709988;3047;156;92712.16;41
3778635;743;-107;7;21.171328;52.710335;3036;158;92753.67;41
3783643;744;-109;7;21.171602;52.710678;3025;158;92765.18;41
3793655;745;-111;7;21.17214;52.71138;3002;160;92817.97;41
3798661;746;-116;7;21.172405;52.711739;2991;160;92824.89;41
3803667;747;-119;7;21.172655;52.712093;2981;161;92850.61;41
3808671;748;-115;7;21.172909;52.712444;2970;162;92862.64;41
3813677;749;-112;7;21.173168;52.712791;2959;163;92882.74;41
3818681;750;-112;7;21.173431;52.713135;2948;163;92935.41;41
3823686;751;-108;7;21.173698;52.71347;2937;164;92949.05;40
3828692;752;-107;7;21.173971;52.713806;2925;165;92969.69;41
3833696;753;-107;7;21.174244;52.714134;2914;166;92990.31;89
3848707;754;-107;7;21.195009;0;2880;168;93028.89;41
3868722;755;-107;7;21.176378;52.716351;2835;171;93150.03;41
3873727;756;-107;7;21.176682;52.716648;2824;172;93171.52;41
3878730;757;-108;7;21.176979;52.716942;2814;173;93197.05;41
3883733;758;-108;7;21.177282;52.717236;2803;2222;46739.91;41
3888737;759;-107;7;21.17758;52.717529;2792;175;93237.34;41
3893741;760;-107;7;21.177885;52.717823;2780;175;93269.88;41
3898744;761;-108;7;21.178198;52.718117;2767;176;93295.72;41
3918760;762;-107;7;21.179588;52.719231;2723;180;93414.6;41
3928765;763;-107;7;21.179878;52.719776;2702;181;93450.09;42
3933769;764;-107;7;20.233023;501.760376;2692;182;93464.61;42
3948777;765;-107;7;21.471554;0.00024;2659;185;93562.16;41
3953780;766;-108;-93;21.181131;52.721115;2648;186;0;46
3963787;767;-107;7;21.181622;52.721684;2625;-3397;4207246;42
4028828;768;-107;7;27.183958;52.725952;32438;193;93962.38;42
4033831;769;-108;77;21.187284;0;2469;199;0;10
4038832;770;-109;7;21.184139;52.726711;2457;30664;6.25;42
4048839;771;-109;7;694167.375;52.727497;-30463;194;94091.59;42
4053844;772;-109;7;21.184393;52.727901;2421;202;94100.52;42
4093863;773;-109;7;21.184917;52.731369;2326;17616;376.82;42
4163901;774;-112;37;21.185692;52.738152;2170;220;0;-28
4168904;775;-114;7;21.18572;52.738617;2159;221;94690.22;42
4173908;776;-115;7;21.185738;52.739082;2149;222;94717.92;42
4178909;777;-114;7;21.185751;52.739548;2139;223;94739.08;42
4183913;778;-111;7;21.18576;52.740005;2128;224;94783.11;42
4188918;779;-116;7;21.185764;52.740463;2118;224;94784.73;42
4193919;780;-119;7;21.185766;52.740917;2108;225;94813.8;42
4198923;781;-118;7;21.185762;52.741375;2098;225;94843.67;42
4203926;782;-118;7;21.185753;52.741829;2088;227;94864.03;42
4208929;783;-121;7;21.185736;52.742279;2078;227;94883.08;42
4213932;784;-120;7;21.185711;52.742722;2068;228;94904.27;42
4218935;785;-120;7;21.18569;52.74316;2059;228;94914.58;42
4228939;786;-119;7;21.185652;52.744015;2039;230;94970.05;42
4233943;787;-117;7;21.185631;52.744431;2030;231;95024.45;42
4238946;788;-119;7;21.185616;52.74485;2020;231;95038.08;42
4243949;789;-118;7;21.1856;52.745258;2010;232;95031.81;42
4248953;790;-119;7;21.185591;52.745667;2001;232;95081.06;42
4253955;791;-119;7;21.185577;52.746082;1991;233;95112.9;42
4258958;792;-118;7;21.185562;52.746498;1981;234;95124.61;42
4268965;793;-116;7;21.185522;52.747326;1963;236;95176.33;42
4273968;794;-117;7;21.185511;52.747746;1953;237;95208.98;42
4278975;795;-117;7;21.185505;52.74818;1944;237;95224.52;42
4283974;796;-116;7;21.185499;52.748619;1934;239;95268.39;42
4288975;797;-115;7;21.185505;52.749065;1924;239;95272.23;42
4293980;798;-115;7;21.185518;52.749508;1915;240;95313.62;42
4298982;799;-116;7;21.185547;52.74995;1905;241;95348.53;42
4303984;800;-117;7;21.185574;52.750393;1895;242;95379.08;42
4308987;801;-115;7;21.185604;52.750839;1885;243;95409.59;42
4313989;802;-117;7;21.185631;52.751293;1876;244;95453.23;42
4318991;803;-118;7;21.18565;52.751759;1867;244;95467.12;42
4323993;804;-120;7;21.185669;52.752228;1858;245;95499.36;42
4338998;805;-109;7;21.185707;52.753624;1831;248;95585.58;42
4343996;806;-120;7;21.185711;52.754089;1822;249;95628.98;42
4348998;807;-119;7;21.185698;52.754562;1813;249;95627.08;41
4354002;808;-118;7;21.185694;52.755058;1805;249;95645.09;42
4359002;809;-121;7;21.185678;52.755558;1796;250;95644.01;42
