20.746054;52.066780;132
20.746058;52.066784;132
20.746050;52.066780;132
20.746052;52.066780;132
20.746052;52.066780;132
20.746054;52.066780;132
20.746058;52.066776;132
20.746056;52.066780;132
20.746059;52.066780;132
20.746054;52.066788;133
20.746019;52.066807;132
20.746012;52.066814;131
20.746006;52.066822;130
20.745993;52.066826;130
20.745995;52.066830;129
20.745991;52.066822;130
20.745991;52.066818;131
20.745995;52.066818;131
20.745995;52.066818;131
20.745998;52.066818;131
20.746002;52.066818;131
20.746004;52.066811;131
20.746004;52.066807;131
20.746002;52.066807;131
20.746006;52.066811;130
20.746010;52.066807;130
20.746014;52.066807;130
20.746014;52.066807;130
20.746016;52.066807;130
20.746017;52.066807;130
20.746019;52.066811;130
20.746021;52.066811;130
20.746023;52.066811;130
20.746025;52.066811;130
20.746031;52.066814;130
20.746035;52.066814;130
20.746033;52.066814;130
20.746040;52.066811;130
20.746044;52.066811;130
20.746044;52.066814;130
20.746046;52.066818;130
20.746056;52.066814;129
20.746058;52.066814;129
20.746058;52.066811;129
20.746058;52.066814;129
20.746059;52.066814;129
20.746065;52.066814;129
20.746067;52.066814;129
20.746067;52.066818;129
20.746067;52.066818;129
20.746067;52.066818;129
20.746071;52.066818;129
20.746075;52.066822;128
20.746078;52.066826;128
20.746082;52.066830;128
20.746078;52.066830;128
20.746077;52.066830;128
20.746084;52.066830;127
20.746086;52.066830;128
20.746094;52.066826;127
20.746096;52.066830;127
20.746094;52.066830;127
20.746098;52.066833;127
20.746098;52.066830;127
20.746101;52.066833;127
20.746099;52.066833;127
20.746098;52.066833;127
20.746086;52.066837;126
20.746084;52.066833;126
20.746080;52.066814;127
20.746082;52.066792;129
20.746084;52.066757;131
20.746099;52.066742;134
20.746126;52.066723;136
20.746153;52.066689;139
20.746162;52.066624;144
20.746256;52.066566;150
20.746298;52.066330;156
20.746265;52.066368;161
20.746229;52.066418;163
20.746233;52.066429;167
20.746300;52.066528;165
20.746374;52.066544;166
20.746361;52.066467;170
20.746355;52.066425;174
20.746300;52.066517;173
20.746304;52.066532;172
20.746334;52.066528;173
20.746422;52.066525;174
20.746368;52.066555;173
20.746367;52.066563;173
20.746328;52.066589;170
20.746294;52.066593;167
20.746267;52.066612;165
20.746250;52.066628;163
20.746243;52.066639;163
20.746252;52.066654;161
20.746283;52.066620;162
20.746319;52.066551;165
20.746405;52.066471;170
20.746321;52.066395;175
20.746275;52.066402;177
20.746284;52.066399;178
20.746367;52.066402;181
20.746441;52.066380;185
